NAME                                                                          VERSION                                 TYPE                        
github.com/docker/go-events                                                   v0.0.0-20190806004212-e31b211e4f1c      go-module                    
github.com/docker/go-events                                                   v0.0.0-20250808211157-605354379745      go-module                    
github.com/docker/go-metrics                                                  v0.0.1                                  go-module  (+3 duplicates)   
github.com/docker/go-units                                                    v0.5.0                                  go-module  (+6 duplicates)   
github.com/dustin/go-humanize                                                 v1.0.1                                  go-module                    
github.com/emicklei/go-restful/v3                                             v3.13.0                                 go-module                    
github.com/felixge/httpsnoop                                                  v1.0.4                                  go-module  (+4 duplicates)   
github.com/fernet/fernet-go                                                   v0.0.0-20240119011108-303da6aec611      go-module                    
github.com/fluent/fluent-logger-golang                                        v1.10.1                                 go-module                    
github.com/fsnotify/fsnotify                                                  v1.9.0                                  go-module  (+2 duplicates)   
github.com/fvbommel/sortorder                                                 v1.1.0                                  go-module                    
github.com/fxamacker/cbor/v2                                                  v2.9.0                                  go-module  (+1 duplicate)    
github.com/go-jose/go-jose/v4                                                 v4.1.2                                  go-module                    
github.com/go-logr/logr                                                       v1.4.3                                  go-module  (+4 duplicates)   
github.com/go-logr/stdr                                                       v1.2.2                                  go-module  (+4 duplicates)   
github.com/godbus/dbus/v5                                                     v5.1.0                                  go-module  (+5 duplicates)   
github.com/gofrs/flock                                                        v0.13.0                                 go-module                    
github.com/gogo/protobuf                                                      v1.3.2                                  go-module  (+4 duplicates)   
github.com/golang-jwt/jwt/v5                                                  v5.3.0                                  go-module                    
github.com/golang/gddo                                                        v0.0.0-20210115222349-20d68f94ee1f      go-module                    
github.com/golang/groupcache                                                  v0.0.0-20241129210726-2c02b8208cf8      go-module                    
github.com/golang/protobuf                                                    v1.5.4                                  go-module  (+1 duplicate)    
github.com/google/btree                                                       v1.1.3                                  go-module                    
github.com/google/certificate-transparency-go                                 v1.3.2                                  go-module                    
github.com/google/go-cmp                                                      v0.7.0                                  go-module  (+4 duplicates)   
github.com/google/s2a-go                                                      v0.1.9                                  go-module                    
github.com/google/shlex                                                       v0.0.0-20191202100458-e7afc7fbc510      go-module                    
github.com/google/uuid                                                        v1.6.0                                  go-module  (+2 duplicates)   
github.com/googleapis/enterprise-certificate-proxy                            v0.3.6                                  go-module                    
github.com/googleapis/gax-go/v2                                               v2.15.0                                 go-module                    
github.com/gorilla/mux                                                        v1.8.1                                  go-module  (+1 duplicate)    
github.com/gorilla/websocket                                                  v1.5.4-0.20250319132907-e064f32e3674    go-module                    
github.com/grpc-ecosystem/go-grpc-middleware/providers/prometheus             v1.1.0                                  go-module                    
github.com/grpc-ecosystem/go-grpc-middleware/v2                               v2.1.0                                  go-module                    
github.com/grpc-ecosystem/go-grpc-prometheus                                  v1.2.0                                  go-module                    
github.com/grpc-ecosystem/grpc-gateway/v2                                     v2.26.1                                 go-module                    
github.com/grpc-ecosystem/grpc-gateway/v2                                     v2.27.2                                 go-module  (+1 duplicate)    
github.com/hashicorp/errwrap                                                  v1.1.0                                  go-module                    
github.com/hashicorp/go-immutable-radix                                       v1.3.1                                  go-module                    
github.com/hashicorp/go-immutable-radix/v2                                    v2.1.0                                  go-module                    
github.com/hashicorp/go-memdb                                                 v1.3.5                                  go-module                    
github.com/hashicorp/go-msgpack                                               v0.5.5                                  go-module                    
github.com/hashicorp/go-multierror                                            v1.1.1                                  go-module                    
github.com/hashicorp/go-sockaddr                                              v1.0.2                                  go-module                    
github.com/hashicorp/golang-lru                                               v0.5.4                                  go-module                    
github.com/hashicorp/golang-lru/v2                                            v2.0.7                                  go-module                    
github.com/hashicorp/memberlist                                               v0.4.0                                  go-module                    
github.com/hashicorp/serf                                                     v0.8.5                                  go-module                    
github.com/hiddeco/sshsig                                                     v0.2.0                                  go-module                    
github.com/in-toto/in-toto-golang                                             v0.9.0                                  go-module                    
github.com/intel/goresctrl                                                    v0.10.0                                 go-module  (+1 duplicate)    
github.com/ishidawataru/sctp                                                  v0.0.0-20251114114122-19ddcbc6aae2      go-module                    
github.com/jmoiron/sqlx                                                       v1.3.3                                  go-module                    
github.com/json-iterator/go                                                   v1.1.12                                 go-module                    
github.com/klauspost/compress                                                 v1.18.1                                 go-module  (+2 duplicates)   
github.com/klauspost/compress                                                 v1.18.2                                 go-module                    
github.com/knqyf263/go-plugin                                                 v0.9.0                                  go-module                    
github.com/mattn/go-runewidth                                                 v0.0.17                                 go-module                    
github.com/mdlayher/socket                                                    v0.5.1                                  go-module  (+2 duplicates)   
github.com/mdlayher/vsock                                                     v1.2.1                                  go-module  (+2 duplicates)   
github.com/miekg/dns                                                          v1.1.66                                 go-module                    
github.com/miekg/pkcs11                                                       v1.1.1                                  go-module                    
github.com/mistifyio/go-zfs/v3                                                v3.0.1                                  go-module                    
github.com/mistifyio/go-zfs/v3                                                v3.1.0                                  go-module                    
github.com/mitchellh/copystructure                                            v1.2.0                                  go-module                    
github.com/mitchellh/hashstructure/v2                                         v2.0.2                                  go-module                    
github.com/mitchellh/reflectwalk                                              v1.0.2                                  go-module                    
github.com/moby/buildkit                                                      v0.26.2                                 go-module                    
github.com/moby/docker-image-spec                                             v1.3.1                                  go-module  (+1 duplicate)    
github.com/moby/go-archive                                                    v0.1.0                                  go-module                    
github.com/moby/ipvs                                                          v1.1.0                                  go-module                    
github.com/moby/locker                                                        v1.0.1                                  go-module  (+3 duplicates)   
github.com/moby/moby/api                                                      v1.52.0                                 go-module  (+1 duplicate)    
github.com/moby/moby/client                                                   v0.1.0                                  go-module                    
github.com/moby/moby/v2                                                       v29.1.3                                 go-module                    
github.com/moby/moby/v2/cmd/docker-proxy                                      (devel)                                 go-module                    
github.com/moby/patternmatcher                                                v0.6.0                                  go-module                    
github.com/moby/policy-helpers                                                v0.0.0-20251105011237-bcaa71c99f14      go-module                    
github.com/moby/profiles/apparmor                                             v0.1.0                                  go-module                    
github.com/moby/profiles/seccomp                                              v0.1.0                                  go-module                    
github.com/moby/pubsub                                                        v1.0.0                                  go-module                    
github.com/moby/spdystream                                                    v0.5.0                                  go-module                    
github.com/moby/swarmkit/v2                                                   v2.1.2-0.20251110192100-17b8d222e7dd    go-module                    
github.com/moby/sys/atomicwriter                                              v0.1.0                                  go-module  (+1 duplicate)    
github.com/moby/sys/capability                                                v0.4.0                                  go-module  (+4 duplicates)   
github.com/moby/sys/mount                                                     v0.3.4                                  go-module                    
github.com/moby/sys/mountinfo                                                 v0.7.2                                  go-module  (+6 duplicates)   
github.com/moby/sys/reexec                                                    v0.1.0                                  go-module                    
github.com/moby/sys/sequential                                                v0.6.0                                  go-module  (+1 duplicate)    
github.com/moby/sys/signal                                                    v0.7.1                                  go-module  (+3 duplicates)   
github.com/moby/sys/symlink                                                   v0.3.0                                  go-module  (+1 duplicate)    
github.com/moby/sys/user                                                      v0.3.0                                  go-module  (+1 duplicate)    
github.com/moby/sys/user                                                      v0.4.0                                  go-module  (+3 duplicates)   
github.com/moby/sys/userns                                                    v0.1.0                                  go-module  (+6 duplicates)   
github.com/moby/term                                                          v0.5.2                                  go-module  (+1 duplicate)    
github.com/modern-go/concurrent                                               v0.0.0-20180306012644-bacd9c7ef1dd      go-module                    
github.com/modern-go/reflect2                                                 v1.0.3-0.20250322232337-35a7c28c31ee    go-module                    
github.com/morikuni/aec                                                       v1.0.0                                  go-module                    
github.com/mrunalp/fileutils                                                  v0.5.1                                  go-module  (+1 duplicate)    
github.com/munnerz/goautoneg                                                  v0.0.0-20191010083416-a7dc8b61c822      go-module  (+3 duplicates)   
github.com/mxk/go-flowrate                                                    v0.0.0-20140419014527-cca7078d478f      go-module                    
github.com/opencontainers/cgroups                                             v0.0.4                                  go-module  (+1 duplicate)    
github.com/opencontainers/cgroups                                             v0.0.6                                  go-module                    
github.com/opencontainers/go-digest                                           v1.0.0                                  go-module  (+5 duplicates)   
github.com/opencontainers/image-spec                                          v1.1.1                                  go-module  (+5 duplicates)   
github.com/opencontainers/runc                                                (devel)                                 go-module  (+5 duplicates)   
github.com/opencontainers/runtime-spec                                        v1.2.1                                  go-module  (+3 duplicates)   
github.com/opencontainers/runtime-spec                                        v1.3.0                                  go-module  (+3 duplicates)   
github.com/opencontainers/runtime-tools                                       v0.9.1-0.20250523060157-0ea5ed0382a2    go-module                    
github.com/opencontainers/runtime-tools                                       v0.9.1-0.20251114084447-edf4cb3d2116    go-module  (+1 duplicate)    
github.com/opencontainers/selinux                                             v1.13.1                                 go-module  (+5 duplicates)   
github.com/package-url/packageurl-go                                          v0.1.1                                  go-module                    
github.com/pelletier/go-toml                                                  v1.9.5                                  go-module                    
github.com/pelletier/go-toml/v2                                               v2.2.4                                  go-module  (+2 duplicates)   
github.com/philhofer/fwd                                                      v1.2.0                                  go-module                    
github.com/pkg/errors                                                         v0.9.1                                  go-module                    
github.com/planetscale/vtprotobuf                                             v0.6.1-0.20240319094008-0393e58bdf10    go-module                    
github.com/pmezard/go-difflib                                                 v1.0.1-0.20181226105442-5d4384ee4fb2    go-module                    
github.com/prometheus/client_golang                                           v1.22.0                                 go-module                    
github.com/prometheus/client_golang                                           v1.23.2                                 go-module  (+2 duplicates)   
github.com/prometheus/client_model                                            v0.6.1                                  go-module                    
github.com/prometheus/client_model                                            v0.6.2                                  go-module  (+2 duplicates)   
github.com/prometheus/common                                                  v0.62.0                                 go-module                    
github.com/prometheus/common                                                  v0.66.1                                 go-module  (+2 duplicates)   
github.com/prometheus/procfs                                                  v0.15.1                                 go-module                    
github.com/prometheus/procfs                                                  v0.16.1                                 go-module  (+2 duplicates)   
github.com/rivo/uniseg                                                        v0.2.0                                  go-module                    
github.com/rootless-containers/rootlesskit/v2                                 v2.3.5                                  go-module                    
github.com/russross/blackfriday/v2                                            v2.1.0                                  go-module  (+4 duplicates)   
github.com/sean-/seed                                                         v0.0.0-20170313163322-e2103e2c3529      go-module                    
github.com/seccomp/libseccomp-golang                                          v0.10.0                                 go-module  (+1 duplicate)    
github.com/secure-systems-lab/go-securesystemslib                             v0.9.1                                  go-module                    
github.com/shibumi/go-pathspec                                                v1.3.0                                  go-module                    
github.com/sirupsen/logrus                                                    v1.9.3                                  go-module  (+9 duplicates)   
github.com/smallstep/pkcs7                                                    v0.1.1                                  go-module                    
github.com/spdx/tools-golang                                                  v0.5.5                                  go-module                    
github.com/spf13/cobra                                                        v1.10.1                                 go-module  (+1 duplicate)    
github.com/spf13/pflag                                                        v1.0.10                                 go-module  (+1 duplicate)    
github.com/stefanberger/go-pkcs11uri                                          v0.0.0-20230803200340-78284954bff6      go-module                    
github.com/stretchr/testify                                                   v1.11.1                                 go-module                    
github.com/tchap/go-patricia/v2                                               v2.3.3                                  go-module                    
github.com/tetratelabs/wazero                                                 v1.10.1                                 go-module                    
github.com/theupdateframework/notary                                          v0.7.1-0.20210315103452-bf96a202a09a    go-module                    
github.com/tinylib/msgp                                                       v1.3.0                                  go-module                    
github.com/tonistiigi/dchapes-mode                                            v0.0.0-20250318174251-73d941a28323      go-module                    
github.com/tonistiigi/fsutil                                                  v0.0.0-20250605211040-586307ad452f      go-module                    
github.com/tonistiigi/go-actions-cache                                        v0.0.0-20250626083717-378c5ed1ddd9      go-module                    
github.com/tonistiigi/go-archvariant                                          v1.0.0                                  go-module                    
github.com/tonistiigi/go-csvvalue                                             v0.0.0-20240814133006-030d3b2625d0      go-module                    
github.com/tonistiigi/units                                                   v0.0.0-20180711220420-6950e57a87ea      go-module                    
github.com/urfave/cli                                                         v1.22.16                                go-module  (+4 duplicates)   
github.com/urfave/cli/v2                                                      v2.27.7                                 go-module  (+2 duplicates)   
github.com/vbatts/tar-split                                                   v0.12.2                                 go-module                    
github.com/vishvananda/netlink                                                v1.3.0                                  go-module  (+1 duplicate)    
github.com/vishvananda/netlink                                                v1.3.1                                  go-module  (+1 duplicate)    
github.com/vishvananda/netns                                                  v0.0.4                                  go-module  (+1 duplicate)    
github.com/vishvananda/netns                                                  v0.0.5                                  go-module  (+1 duplicate)    
github.com/weppos/publicsuffix-go                                             v0.15.1-0.20210511084619-b1f36a2d6c0b   go-module                    
github.com/x448/float16                                                       v0.8.4                                  go-module  (+1 duplicate)    
github.com/xrash/smetrics                                                     v0.0.0-20240521201337-686a1a2994c1      go-module  (+2 duplicates)   
github.com/zmap/zcrypto                                                       v0.0.0-20210511125630-18f1e0152cfc      go-module                    
github.com/zmap/zlint/v3                                                      v3.1.0                                  go-module                    
glob                                                                          10.4.2                                  npm                          
glob                                                                          13.0.6                                  npm                          
go.etcd.io/bbolt                                                              v1.4.3                                  go-module  (+1 duplicate)    
go.etcd.io/etcd/api/v3                                                        v3.6.5                                  go-module                    
go.etcd.io/etcd/client/pkg/v3                                                 v3.6.5                                  go-module                    
go.etcd.io/etcd/pkg/v3                                                        v3.6.5                                  go-module                    
go.etcd.io/etcd/server/v3                                                     v3.6.5                                  go-module                    
go.etcd.io/raft/v3                                                            v3.6.0                                  go-module                    
go.opencensus.io                                                              v0.24.0                                 go-module                    
go.opentelemetry.io/auto/sdk                                                  v1.1.0                                  go-module  (+3 duplicates)   
go.opentelemetry.io/auto/sdk                                                  v1.2.1                                  go-module                    
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc   v0.60.0                                 go-module                    
go.opentelemetry.io/contrib/instrumentation/google.golang.org/grpc/otelgrpc   v0.61.0                                 go-module                    
go.opentelemetry.io/contrib/instrumentation/net/http/httptrace/otelhttptrace  v0.61.0                                 go-module                    
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp                 v0.60.0                                 go-module  (+2 duplicates)   
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp                 v0.61.0                                 go-module                    
go.opentelemetry.io/contrib/instrumentation/net/http/otelhttp                 v0.63.0                                 go-module                    
go.opentelemetry.io/contrib/processors/baggagecopy                            v0.4.0                                  go-module                    
go.opentelemetry.io/otel                                                      v1.37.0                                 go-module  (+2 duplicates)   
go.opentelemetry.io/otel                                                      v1.38.0                                 go-module  (+1 duplicate)    
go.opentelemetry.io/otel/bridge/opencensus                                    v1.38.0                                 go-module                    
go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetricgrpc             v1.38.0                                 go-module  (+1 duplicate)    
go.opentelemetry.io/otel/exporters/otlp/otlpmetric/otlpmetrichttp             v1.38.0                                 go-module                    
go.opentelemetry.io/otel/exporters/otlp/otlptrace                             v1.35.0                                 go-module                    
go.opentelemetry.io/otel/exporters/otlp/otlptrace                             v1.38.0                                 go-module  (+1 duplicate)    
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc               v1.35.0                                 go-module                    
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc               v1.38.0                                 go-module  (+1 duplicate)    
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp               v1.35.0                                 go-module                    
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp               v1.38.0                                 go-module                    
go.opentelemetry.io/otel/metric                                               v1.37.0                                 go-module  (+2 duplicates)   
go.opentelemetry.io/otel/metric                                               v1.38.0                                 go-module  (+1 duplicate)    
go.opentelemetry.io/otel/sdk                                                  v1.37.0                                 go-module                    
go.opentelemetry.io/otel/sdk                                                  v1.38.0                                 go-module  (+1 duplicate)    
go.opentelemetry.io/otel/sdk/metric                                           v1.38.0                                 go-module  (+1 duplicate)    
go.opentelemetry.io/otel/trace                                                v1.37.0                                 go-module  (+2 duplicates)   
go.opentelemetry.io/otel/trace                                                v1.38.0                                 go-module  (+1 duplicate)    
go.opentelemetry.io/proto/otlp                                                v1.5.0                                  go-module                    
go.opentelemetry.io/proto/otlp                                                v1.7.1                                  go-module  (+1 duplicate)    
go.uber.org/multierr                                                          v1.11.0                                 go-module                    
go.uber.org/zap                                                               v1.27.0                                 go-module                    
go.yaml.in/yaml/v2                                                            v2.4.2                                  go-module  (+2 duplicates)   
go.yaml.in/yaml/v2                                                            v2.4.3                                  go-module                    
golang.org/x/crypto                                                           v0.45.0                                 go-module  (+2 duplicates)   
golang.org/x/exp                                                              v0.0.0-20241108190413-2d47ceb2692f      go-module  (+2 duplicates)   
golang.org/x/mod                                                              v0.29.0                                 go-module  (+1 duplicate)    
golang.org/x/mod                                                              v0.30.0                                 go-module                    
golang.org/x/net                                                              v0.35.0                                 go-module  (+1 duplicate)    
golang.org/x/net                                                              v0.47.0                                 go-module  (+5 duplicates)   
golang.org/x/oauth2                                                           v0.30.0                                 go-module  (+1 duplicate)    
golang.org/x/sync                                                             v0.18.0                                 go-module  (+4 duplicates)   
golang.org/x/sys                                                              v0.30.0                                 go-module  (+4 duplicates)   
golang.org/x/sys                                                              v0.38.0                                 go-module  (+5 duplicates)   
golang.org/x/term                                                             v0.37.0                                 go-module  (+1 duplicate)    
golang.org/x/text                                                             v0.31.0                                 go-module  (+4 duplicates)   
golang.org/x/time                                                             v0.14.0                                 go-module  (+1 duplicate)    
google.golang.org/api                                                         v0.248.0                                go-module                    
google.golang.org/genproto                                                    v0.0.0-20250603155806-513f23925822      go-module                    
google.golang.org/genproto/googleapis/api                                     v0.0.0-20250804133106-a7a43d27e69b      go-module                    
google.golang.org/genproto/googleapis/api                                     v0.0.0-20250825161204-c5933d9347a5      go-module  (+1 duplicate)    
google.golang.org/genproto/googleapis/rpc                                     v0.0.0-20250804133106-a7a43d27e69b      go-module  (+3 duplicates)   
google.golang.org/genproto/googleapis/rpc                                     v0.0.0-20250825161204-c5933d9347a5      go-module  (+1 duplicate)    
google.golang.org/grpc                                                        v1.75.0                                 go-module                    
google.golang.org/grpc                                                        v1.76.0                                 go-module  (+4 duplicates)   
google.golang.org/protobuf                                                    v1.36.10                                go-module  (+4 duplicates)   
google.golang.org/protobuf                                                    v1.36.5                                 go-module  (+1 duplicate)    
google.golang.org/protobuf                                                    v1.36.9                                 go-module                    
gopkg.in/inf.v0                                                               v0.9.1                                  go-module  (+1 duplicate)    
gopkg.in/yaml.v3                                                              v3.0.1                                  go-module  (+2 duplicates)   
gpgv                                                                          2.4.4-2ubuntu17.4                       deb                          
graceful-fs                                                                   4.2.11                                  npm        (+1 duplicate)    
grep                                                                          3.11-4build1                            deb                          
gzip                                                                          1.12-1ubuntu3.2                         deb                          
hosted-git-info                                                               7.0.2                                   npm                          
hosted-git-info                                                               9.0.3                                   npm                          
hostname                                                                      3.23+nmu2ubuntu2                        deb                          
http-cache-semantics                                                          4.1.1                                   npm                          
http-cache-semantics                                                          4.2.0                                   npm                          
http-proxy-agent                                                              7.0.2                                   npm        (+1 duplicate)    
https-proxy-agent                                                             7.0.5                                   npm                          
https-proxy-agent                                                             7.0.6                                   npm                          
iconv-lite                                                                    0.6.3                                   npm                          
iconv-lite                                                                    0.7.2                                   npm                          
icu-devtools                                                                  74.2-1ubuntu3.1                         deb                          
idna                                                                          3.18                                    python                       
ignore-walk                                                                   6.0.5                                   npm                          
ignore-walk                                                                   8.0.0                                   npm                          
imurmurhash                                                                   0.1.4                                   npm                          
indent-string                                                                 4.0.0                                   npm                          
ini                                                                           4.1.3                                   npm                          
ini                                                                           6.0.0                                   npm                          
init-package-json                                                             6.0.3                                   npm                          
init-package-json                                                             8.2.5                                   npm                          
init-system-helpers                                                           1.66ubuntu1                             deb                          
ip-address                                                                    10.2.0                                  npm                          
ip-address                                                                    9.0.5                                   npm                          
ip-regex                                                                      5.0.0                                   npm                          
iptables                                                                      1.8.10-3ubuntu2                         deb                          
is-cidr                                                                       5.1.0                                   npm                          
is-cidr                                                                       6.0.4                                   npm                          
is-fullwidth-code-point                                                       3.0.0                                   npm                          
is-lambda                                                                     1.0.1                                   npm                          
isexe                                                                         2.0.0                                   npm                          
isexe                                                                         3.1.1                                   npm                          
isexe                                                                         4.0.0                                   npm                          
jackspeak                                                                     3.4.0                                   npm                          
jq                                                                            1.7.1-3ubuntu0.24.04.2                  deb                          
jsbn                                                                          1.1.0                                   npm                          
json-parse-even-better-errors                                                 3.0.2                                   npm                          
json-parse-even-better-errors                                                 5.0.0                                   npm                          
json-stringify-nice                                                           1.1.4                                   npm        (+1 duplicate)    
jsonparse                                                                     1.3.1                                   npm        (+1 duplicate)    
just-diff                                                                     6.0.2                                   npm        (+1 duplicate)    
just-diff-apply                                                               5.5.0                                   npm        (+1 duplicate)    
k8s.io/api                                                                    v0.34.1                                 go-module                    
k8s.io/apimachinery                                                           v0.34.1                                 go-module  (+1 duplicate)    
k8s.io/client-go                                                              v0.34.1                                 go-module                    
k8s.io/cri-api                                                                v0.34.1                                 go-module  (+1 duplicate)    
k8s.io/klog/v2                                                                v2.130.1                                go-module                    
k8s.io/utils                                                                  v0.0.0-20250604170112-4c0f3b243397      go-module                    
kmod                                                                          31+20240202-2ubuntu7.2                  deb                          
libacl1                                                                       2.3.2-1build1.1                         deb                          
libapt-pkg6.0t64                                                              2.8.3                                   deb                          
libassuan0                                                                    2.5.6-1build1                           deb                          
libattr1                                                                      1:2.5.2-1build1.1                       deb                          
libaudit-common                                                               1:3.1.2-2.1build1.1                     deb                          
libaudit1                                                                     1:3.1.2-2.1build1.1                     deb                          
libblkid1                                                                     2.39.3-9ubuntu6.5                       deb                          
libbrotli1                                                                    1.1.0-2build2                           deb                          
libbsd0                                                                       0.12.1-1build1.1                        deb                          
libbz2-1.0                                                                    1.0.8-5.1build0.1                       deb                          
libc-bin                                                                      2.39-0ubuntu8.8                         deb                          
libc-dev-bin                                                                  2.39-0ubuntu8.8                         deb                          
libc6                                                                         2.39-0ubuntu8.8                         deb                          
libc6-dev                                                                     2.39-0ubuntu8.8                         deb                          
libcap-ng0                                                                    0.8.4-2build2                           deb                          
libcap2                                                                       1:2.66-5ubuntu2.4                       deb                          
libcbor0.10                                                                   0.10.2-1.2ubuntu2                       deb                          
libcom-err2                                                                   1.47.0-2.4~exp1ubuntu4.1                deb                          
libcrypt-dev                                                                  1:4.4.36-4build1                        deb                          
libcrypt1                                                                     1:4.4.36-4build1                        deb                          
libcurl3t64-gnutls                                                            8.5.0-2ubuntu10.11                      deb                          
libcurl4t64                                                                   8.5.0-2ubuntu10.11                      deb                          
libdb5.3t64                                                                   5.3.28+dfsg2-7                          deb                          
libdebconfclient0                                                             0.271ubuntu3                            deb                          
libedit2                                                                      3.1-20230828-1build1                    deb                          
liberror-perl                                                                 0.17029-2                               deb                          
libexpat1                                                                     2.6.1-2ubuntu0.4                        deb                          
libext2fs2t64                                                                 1.47.0-2.4~exp1ubuntu4.1                deb                          
libffi8                                                                       3.4.6-1build1                           deb                          
libfido2-1                                                                    1.14.0-1build3                          deb                          
libfuse3-3                                                                    3.14.0-5build1                          deb                          
libgcc-s1                                                                     14.2.0-4ubuntu2~24.04.1                 deb                          
libgcrypt20                                                                   1.10.3-2ubuntu0.1                       deb                          
libgdbm-compat4t64                                                            1.23-5.1build1                          deb                          
libgdbm6t64                                                                   1.23-5.1build1                          deb                          
libgmp10                                                                      2:6.3.0+dfsg-2ubuntu6.1                 deb                          
libgnutls30t64                                                                3.8.3-1.1ubuntu3.6                      deb                          
libgpg-error0                                                                 1.47-3build2.1                          deb                          
libgssapi-krb5-2                                                              1.20.1-6ubuntu2.7                       deb                          
libhogweed6t64                                                                3.9.1-2.2build1.1                       deb                          
libicu-dev                                                                    74.2-1ubuntu3.1                         deb                          
libicu74                                                                      74.2-1ubuntu3.1                         deb                          
libidn2-0                                                                     2.3.7-2build1.1                         deb                          
libip4tc2                                                                     1.8.10-3ubuntu2                         deb                          
libip6tc2                                                                     1.8.10-3ubuntu2                         deb                          
libjansson4                                                                   2.14-2build2                            deb                          
libjq1                                                                        1.7.1-3ubuntu0.24.04.2                  deb                          
libk5crypto3                                                                  1.20.1-6ubuntu2.7                       deb                          
libkeyutils1                                                                  1.6.3-3build1                           deb                          
libkmod2                                                                      31+20240202-2ubuntu7.2                  deb                          
libkrb5-3                                                                     1.20.1-6ubuntu2.7                       deb                          
libkrb5support0                                                               1.20.1-6ubuntu2.7                       deb                          
libldap2                                                                      2.6.10+dfsg-0ubuntu0.24.04.1            deb                          
liblz4-1                                                                      1.9.4-1build1.1                         deb                          
liblzma5                                                                      5.6.1+really5.4.5-1ubuntu0.3            deb                          
libmd0                                                                        1.1.0-2build1.1                         deb                          
libmnl0                                                                       1.0.5-2build1                           deb                          
libmount1                                                                     2.39.3-9ubuntu6.5                       deb                          
libncursesw6                                                                  6.4+20240113-1ubuntu2.1                 deb                          
libnetfilter-conntrack3                                                       1.0.9-6build1                           deb                          
libnettle8t64                                                                 3.9.1-2.2build1.1                       deb                          
libnfnetlink0                                                                 1.0.2-2build1                           deb                          
libnftables1                                                                  1.0.9-1ubuntu0.1                        deb                          
libnftnl11                                                                    1.2.6-2build1                           deb                          
libnghttp2-14                                                                 1.59.0-1ubuntu0.4                       deb                          
libnpmaccess                                                                  10.0.3                                  npm                          
libnpmaccess                                                                  8.0.6                                   npm                          
libnpmdiff                                                                    6.1.4                                   npm                          
libnpmdiff                                                                    8.1.9                                   npm                          
libnpmexec                                                                    10.2.9                                  npm                          
libnpmexec                                                                    8.1.3                                   npm                          
libnpmfund                                                                    5.0.12                                  npm                          
libnpmfund                                                                    7.0.23                                  npm                          
libnpmhook                                                                    10.0.5                                  npm                          
libnpmorg                                                                     6.0.6                                   npm                          
libnpmorg                                                                     8.0.1                                   npm                          
libnpmpack                                                                    7.0.4                                   npm                          
libnpmpack                                                                    9.1.9                                   npm                          
libnpmpublish                                                                 11.2.0                                  npm                          
libnpmpublish                                                                 9.0.9                                   npm                          
libnpmsearch                                                                  7.0.6                                   npm                          
libnpmsearch                                                                  9.0.1                                   npm                          
libnpmteam                                                                    6.0.5                                   npm                          
libnpmteam                                                                    8.0.2                                   npm                          
libnpmversion                                                                 6.0.3                                   npm                          
libnpmversion                                                                 8.0.4                                   npm                          
libnpth0t64                                                                   1.6-3.1build1                           deb                          
libonig5                                                                      6.9.9-1build1                           deb                          
libp11-kit0                                                                   0.25.3-4ubuntu2.1                       deb                          
libpam-modules                                                                1.5.3-5ubuntu5.6                        deb                          
libpam-modules-bin                                                            1.5.3-5ubuntu5.6                        deb                          
libpam-runtime                                                                1.5.3-5ubuntu5.6                        deb                          
libpam0g                                                                      1.5.3-5ubuntu5.6                        deb                          
libpcre2-8-0                                                                  10.42-4ubuntu2.1                        deb                          
libperl5.38t64                                                                5.38.2-3.2ubuntu0.3                     deb                          
libproc2-0                                                                    2:4.0.4-4ubuntu3.2                      deb                          
libpsl5t64                                                                    0.21.2-1.1build1                        deb                          
libpython3-stdlib                                                             3.12.3-0ubuntu2.1                       deb                          
libpython3.12-minimal                                                         3.12.3-1ubuntu0.15                      deb                          
libpython3.12-stdlib                                                          3.12.3-1ubuntu0.15                      deb                          
libreadline8t64                                                               8.2-4build1                             deb                          
librtmp1                                                                      2.4+20151223.gitfa8646d.1-2build7       deb                          
libsasl2-2                                                                    2.1.28+dfsg1-5ubuntu3.1                 deb                          
libsasl2-modules-db                                                           2.1.28+dfsg1-5ubuntu3.1                 deb                          
libseccomp2                                                                   2.5.5-1ubuntu3.1                        deb                          
libselinux1                                                                   3.5-2ubuntu2.1                          deb                          
libsemanage-common                                                            3.5-1build5                             deb                          
libsemanage2                                                                  3.5-1build5                             deb                          
libsepol2                                                                     3.5-2build1                             deb                          
libsmartcols1                                                                 2.39.3-9ubuntu6.5                       deb                          
libsqlite3-0                                                                  3.45.1-1ubuntu2.7                       deb                          
libss2                                                                        1.47.0-2.4~exp1ubuntu4.1                deb                          
libssh-4                                                                      0.10.6-2ubuntu0.4                       deb                          
libssl3t64                                                                    3.0.13-0ubuntu3.11                      deb                          
libssl3t64                                                                    3.0.13-0ubuntu3.12                      deb                          
libstdc++6                                                                    14.2.0-4ubuntu2~24.04.1                 deb                          
libsystemd0                                                                   255.4-1ubuntu8.16                       deb                          
libtasn1-6                                                                    4.19.0-3ubuntu0.24.04.2                 deb                          
